Accession1,Accession2,Similarity_Score
Q9BXA5,P30556,0.16
Q9BXA5,Q96P68,0.26
Q9BXA5,O70526,0.13
Q9BXA5,P26255,0.07
Q9BXA5,P51681,0.11
Q9BXA5,P49288,0.1
Q9BXA5,Q8K4Z4,0.08
Q9BXA5,P16610,0.1
Q9BXA5,P25115,0.07
Q9BXA5,P34976,0.16
Q9BXA5,P34981,0.08
Q9BXA5,P97583,0.12
Q9BXA5,P34975,0.15
Q9BXA5,P61814,0.12
Q9BXA5,P35363,0.07
Q9BXA5,P97520,0.13
Q9BXA5,Q9EPX4,0.11
Q9BXA5,O43193,0.09
Q9BXA5,P18901,0.07
Q9BXA5,P25025,0.13
Q9BXA5,O08858,0.14
Q9BXA5,P32238,0.09
Q9BXA5,P41145,0.14
Q9BXA5,P35414,0.15
Q9BXA5,Q9Y271,0.16
Q9BXA5,P51675,0.14
Q9BXA5,P14600,0.07
Q9BXA5,P30989,0.09
Q9BXA5,Q13639,0.07
Q9BXA5,P35351,0.11
Q9BXA5,P33535,0.12
Q9BXA5,Q9TT96,0.08
Q9BXA5,P35368,0.08
Q9BXA5,P08909,0.07
Q9BXA5,Q8K418,0.09
Q9BXA5,P21730,0.1
Q9BXA5,Q64264,0.07
Q9BXA5,Q6W5P4,0.07
Q9BXA5,P30935,0.1
Q9BXA5,P50406,0.07
Q9BXA5,P32745,0.1
Q9BXA5,P25095,0.16
Q9BXA5,Q9HC97,0.15
Q9BXA5,P51678,0.15
Q9BXA5,Q9JI35,0.07
Q9BXA5,Q9JII9,0.09
Q9BXA5,O08556,0.12
Q9BXA5,Q8MJ89,0.12
Q9BXA5,Q9WV26,0.16
Q9BXA5,Q99P50,0.13
Q9BXA5,Q3BCU0,0.13
Q9BXA5,Q9QYN8,0.07
Q9BXA5,Q63371,0.18
Q9BXA5,P30551,0.09
Q9BXA5,P32239,0.09
Q9BXA5,P21451,0.07
Q9BXA5,P47747,0.08
Q9BXA5,P29371,0.1
Q9BXA5,P35370,0.14
Q9BXA5,P51682,0.13
Q9BXA5,Q64077,0.1
Q9BXA5,Q9MYW9,0.13
Q9BXA5,Q5DUB1,0.07
Q9BXA5,Q8JZL2,0.12
Q9BXA5,P49684,0.07
Q9BXA5,P47900,0.27
Q9BXA5,P33766,0.13
Q9BXA5,P24530,0.07
Q9BXA5,P30553,0.09
Q9BXA5,Q9NS75,0.17
Q9BXA5,Q62805,0.13
Q9BXA5,P02699,0.07
Q9BXA5,P21729,0.09
Q9BXA5,P32249,0.18
Q9BXA5,P49286,0.1
Q9BXA5,P51686,0.15
Q9BXA5,P32304,0.08
Q9BXA5,P30548,0.07
Q9BXA5,P25106,0.14
Q9BXA5,P46002,0.14
P0A2Y7,P0A2Y6,1
P0A2Y7,P56122,0.21
P56817,P07339,0.1
P56817,P80209,0.1
P56817,P46925,0.07
P56817,Q9TSZ1,0.08
P56817,P39898,0.06
P56817,P0DJD9,0.09
P56817,P00797,0.08
P56817,P06281,0.07
P56817,Q6IE75,0.43
P56817,Q6DLS0,0.08
P56817,P0CS83,0.06
P56817,P56818,0.96
P56817,P70269,0.09
P56817,P56819,0.96
P56817,Q9Y5Z0,0.43
P56817,P0DJ06,0.06
P56817,P00791,0.09
P56817,P08424,0.08
P56817,P20142,0.08
P56817,P14091,0.1
Q9Y5K2,P04070,0.22
Q9Y5K2,O00187,0.18
Q9Y5K2,Q9Y5Y6,0.21
Q9Y5K2,Q63207,0.22
Q9Y5K2,P00775,0.13
Q9Y5K2,Q9NRS4,0.19
Q9Y5K2,P08311,0.26
Q9Y5K2,Q16651,0.24
Q9Y5K2,P00742,0.21
Q9Y5K2,Q9NRR2,0.22
Q9Y5K2,P08419,0.25
Q9Y5K2,P00763,0.33
Q9Y5K2,P00760,0.35
Q9Y5K2,P00747,0.21
Q9Y5K2,P00743,0.23
Q9Y5K2,Q99895,0.25
Q9Y5K2,P17538,0.22
Q9Y5K2,P00766,0.24
Q9Y5K2,P10323,0.16
Q9Y5K2,Q01177,0.19
Q9Y5K2,P14210,0.15
Q9Y5K2,P00736,0.11
Q9Y5K2,P00774,0.23
Q9Y5K2,P49862,0.41
Q9Y5K2,P03951,0.2
Q9Y5K2,O19045,0.21
Q9Y5K2,P10144,0.25
Q9Y5K2,P35030,0.33
Q9Y5K2,Q92876,0.37
Q9Y5K2,P18292,0.21
Q9Y5K2,P00735,0.21
Q9Y5K2,P08217,0.23
Q9Y5K2,P23946,0.27
Q9Y5K2,P08519,0.2
Q9Y5K2,Q9Y337,0.48
Q9Y5K2,P20231,0.23
Q9Y5K2,Q9P0G3,0.39
Q9Y5K2,P00746,0.27
Q9Y5K2,P19221,0.21
Q9Y5K2,P09871,0.17
Q9Y5K2,P06870,0.34
Q9Y5K2,P00761,0.33
Q9Y5K2,P00772,0.17
Q9Y5K2,Q61096,0.23
Q9Y5K2,P00734,0.22
Q9Y5K2,P00749,0.2
Q9Y5K2,P06869,0.22
Q9Y5K2,P28293,0.26
Q9Y5K2,Q14520,0.22
Q9Y5K2,P00750,0.18
Q9Y5K2,Q29463,0.34
Q9Y5K2,P03952,0.23
Q9Y5K2,Q3UP87,0.21
Q9Y5K2,P29598,0.21
Q9Y5K2,P08709,0.19
Q9Y5K2,P07288,0.36
Q9Y5K2,Q15661,0.23
Q9Y5K2,Q9UNI1,0.16
Q9Y5K2,P24158,0.21
Q9Y5K2,P07477,0.34
Q9Y5K2,P07478,0.32
Q9Y5K2,P00740,0.23
Q9Y5K2,Q9BZJ3,0.19
Q9Y5K2,P00751,0.11
Q9Y5K2,P05981,0.21
Q9Y5K2,P20918,0.19
Q9Y5K2,P00748,0.19
Q9Y5K2,P08246,0.22
Q9Y5K2,P04185,0.19
P0ABQ4,P0A017,0.32
P0ABQ4,Q27793,0.16
P0ABQ4,P00382,0.23
P0ABQ4,P07807,0.19
P0ABQ4,P13922,0.18
P0ABQ4,Q81R22,0.42
P0ABQ4,P22906,0.21
P0ABQ4,P00380,0.28
P0ABQ4,Q86XF0,0.15
P0ABQ4,P00378,0.18
P0ABQ4,P00381,0.21
P0ABQ4,Q920D2,0.19
P0ABQ4,P00376,0.18
P0ABQ4,P00374,0.18
P0ABQ4,Q07422,0.18
P0ABQ4,P04174,0.37
P0ABQ4,P16184,0.23
P0ABQ4,P00375,0.19
O62698,O97554,0.63
O62698,Q05769,0.9
O62698,Q8HZR1,0.62
O62698,O02768,0.89
O62698,P35355,0.87
O62698,O62664,0.64
O62698,P22437,0.63
O62698,P05979,0.63
O62698,Q63921,0.63
O62698,P79208,0.97
O62698,P35354,0.88
O62698,P05164,0.04
O62698,Q9NRD8,0.04
O62698,P23219,0.62
P0A4L9,P20083,0.33
P0A4L9,Q59192,0.49
P0A4L9,Q9LCX5,0.47
P0A4L9,P0C559,0.5
P0A4L9,Q59961,0.48
P0A4L9,P0AES6,0.42
P0A4L9,P0A0K8,0.59
P0A4L9,Q02880,0.1
P0A4L9,P0C1S7,0.47
P0A4L9,P11388,0.09
Q13126,P00491,0.13
Q13126,Q9X1T2,0.11
Q13126,P81989,0.08
Q13126,P45563,0.11
Q13126,P55859,0.14
Q13126,P85973,0.13
Q9WUD2,Q9HBA0,0.37
Q9WUD2,Q704Y3,0.43
Q9WUD2,Q6R5A3,0.42
Q9WUD2,Q9H1D0,0.15
Q9WUD2,O35433,0.43
Q9WUD2,Q8NER1,0.43
Q9WUD2,Q9ERZ8,0.37
Q9WUD2,Q8NET8,0.28
Q9WUD2,Q9EPK8,0.36
P01375,P50591,0.1
P01375,O14788,0.11
P01375,P01374,0.18
P79291,P41231,0.21
P79291,P18825,0.15
P79291,P37288,0.16
P79291,Q9H1C0,0.15
P79291,P29276,0.12
P79291,P30939,0.11
P79291,Q9H244,0.17
P79291,P51582,0.24
P79291,Q16581,0.15
P79291,P21462,0.23
P79291,P15823,0.13
P79291,Q6Y1R5,0.17
P79291,P18841,0.13
P79291,P08485,0.11
P79291,Q8BLD9,0.12
P79291,Q61616,0.11
P79291,P21761,0.15
P79291,P46663,0.21
P79291,P19020,0.1
P79291,P32248,0.15
P79291,P25024,0.17
P79291,P35346,0.35
P79291,O08726,0.25
P79291,P10608,0.17
P79291,P06199,0.11
P79291,P22909,0.13
P79291,O54814,0.22
P79291,P51680,0.22
P79291,P41146,0.59
P79291,P18130,0.15
P79291,P50391,0.12
P79291,P08483,0.11
P79291,P30873,0.41
P79291,Q00788,0.12
P79291,P18089,0.13
P79291,P32305,0.12
P79291,Q01338,0.13
P79291,P49652,0.2
P79291,O60755,0.2
P79291,P08911,0.12
P79291,P41144,0.69
P79291,P51685,0.21
P79291,P25021,0.13
P79291,P49019,0.18
P79291,P61168,0.11
P79291,P46092,0.11
P79291,P30968,0.12
P79291,P30543,0.11
P79291,P34968,0.15
P79291,P49682,0.18
P79291,P48748,0.2
P79291,P19328,0.13
P79291,Q924U1,0.2
P79291,Q9Y5N1,0.11
P79291,P35344,0.18
P79291,Q99527,0.16
P79291,P30555,0.21
P79291,O43614,0.17
P79291,O55193,0.23
P79291,P08172,0.12
P79291,Q92847,0.21
P79291,O43613,0.15
P79291,Q9GJU1,0.1
P79291,P31390,0.12
P79291,Q9BXA5,0.17
P79291,P18090,0.12
P79291,P41595,0.13
P79291,Q6XKD3,0.19
P79291,P48145,0.35
P79291,Q920H4,0.12
P79291,P51050,0.13
P79291,P51683,0.22
P79291,Q96G91,0.12
P79291,P08908,0.11
P79291,P10980,0.12
P79291,Q75Z89,0.12
P79291,P58406,0.11
P79291,P56481,0.14
P79291,P55085,0.17
P79291,O77700,0.12
P79291,P16177,0.16
P79291,P97266,0.38
P79291,Q9BDQ5,0.19
P79291,P32246,0.24
P79291,P51679,0.21
P79291,P28336,0.21
P79291,P25100,0.14
P79291,P30874,0.37
P79291,P29275,0.13
P79291,P48039,0.15
P79291,P33534,0.7
P79291,P51677,0.21
P79291,P04274,0.19
P79291,P08588,0.12
P79291,P30994,0.12
P79291,Q8TDS5,0.13
P79291,P30728,0.11
P79291,P19327,0.11
P79291,P34969,0.12
P79291,P70536,0.15
P79291,P28566,0.1
P79291,Q28838,0.13
P79291,P30560,0.15
P79291,Q969F8,0.2
P79291,Q9ERZ4,0.11
P79291,Q95136,0.1
P79291,Q28044,0.17
P79291,P30872,0.41
P79291,Q96P68,0.17
P79291,P30556,0.21
P79291,O70526,0.18
P79291,P35462,0.11
P79291,P51681,0.2
P79291,P49288,0.13
P79291,Q02152,0.12
P79291,P22086,0.15
P79291,P16610,0.18
P79291,P34981,0.15
P79291,P97583,0.21
P79291,Q61224,0.1
P79291,P35363,0.12
P79291,Q9NPC1,0.15
P79291,Q9EPX4,0.16
P79291,P25025,0.15
P79291,P28564,0.13
P79291,P32238,0.13
P79291,Q9Y271,0.19
P79291,P35351,0.19
P79291,P08173,0.11
P79291,Q8K418,0.19
P79291,P21730,0.15
P79291,P79400,0.12
P79291,Q64264,0.11
P79291,P30935,0.25
P79291,P32745,0.25
P79291,Q9HC97,0.15
P79291,P08482,0.12
P79291,P46616,0.1
P79291,P12657,0.12
P79291,P35367,0.13
P79291,P51678,0.23
P79291,Q9JII9,0.16
P79291,Q8MJ89,0.24
P79291,Q9WV26,0.21
P79291,Q99P50,0.21
P79291,Q3BCU0,0.2
P79291,Q62758,0.12
P79291,P32239,0.15
P79291,P47747,0.14
P79291,P21451,0.16
P79291,P35370,0.59
P79291,Q64077,0.18
P79291,P08913,0.13
P79291,Q8VIH9,0.14
P79291,Q5DUB1,0.19
P79291,P23944,0.12
P79291,P32211,0.11
P79291,P33766,0.23
P79291,P30553,0.15
P79291,P21729,0.17
P79291,P29274,0.11
P79291,P32304,0.12
P79291,Q01337,0.15
P79291,P25106,0.19
P79291,P30548,0.19
P79291,P46002,0.13
P79291,Q969V1,0.19
P79291,Q9ESG6,0.12
P79291,P21728,0.11
P79291,O43603,0.25
P79291,P79350,0.72
P79291,P49285,0.15
P79291,P41597,0.21
P79291,P14842,0.12
P79291,Q6IYF9,0.19
P79291,P50130,0.11
P79291,O88319,0.12
P79291,Q9UKP6,0.14
P79291,P35463,0.15
P79291,P46626,0.11
P79291,P20288,0.11
P79291,P61169,0.11
P79291,P30559,0.15
P79291,P21556,0.13
P79291,P29089,0.21
P79291,Q99705,0.24
P79291,Q15722,0.11
P79291,Q13304,0.23
P79291,P41143,1
P79291,P52702,0.11
P79291,P33533,0.99
P79291,Q96P65,0.16
P79291,P07550,0.19
P79291,P25102,0.15
P79291,P30969,0.14
P79291,P30411,0.18
P79291,P35372,0.72
P79291,P50052,0.19
P79291,P30875,0.37
P79291,O08786,0.14
P79291,P31391,0.42
P79291,P31389,0.13
P79291,P32302,0.16
P79291,Q2NNR5,0.21
P79291,P25116,0.19
P79291,P25105,0.14
P79291,Q63931,0.13
P79291,Q80Z39,0.17
P79291,P13945,0.12
P79291,Q923Y8,0.14
P79291,P97639,0.24
P79291,Q5KSK8,0.16
P79291,Q8TDS4,0.18
P79291,Q60484,0.12
P79291,O70528,0.14
P79291,Q3U6B2,0.17
P79291,P49660,0.43
P79291,P30547,0.21
P79291,P49146,0.14
P79291,O54798,0.19
P79291,P28222,0.12
P79291,P30545,0.13
P79291,P43140,0.15
P79291,P54833,0.18
P79291,P35383,0.16
P79291,P28223,0.12
P79291,Q60614,0.11
P79291,Q15077,0.16
P79291,P25929,0.2
P79291,O88410,0.16
P79291,P20789,0.12
P79291,Q95254,0.21
P79291,O14842,0.1
P79291,Q9BDS8,0.2
P79291,Q9Y5Y4,0.19
P79291,P49681,0.34
P79291,P30098,0.14
P79291,Q9Y2T6,0.14
P79291,P26684,0.13
P79291,Q8TCW9,0.17
P79291,P30552,0.16
P79291,Q14330,0.17
P79291,P25104,0.21
P79291,P30680,0.37
P79291,Q9EP66,0.17
P79291,P18871,0.13
P79291,P30940,0.12
P79291,P21452,0.17
P79291,P11229,0.12
P79291,P42866,0.72
P79291,Q1ZY22,0.2
P79291,P61073,0.2
P79291,P35377,0.59
P79291,Q9Z2J6,0.19
P79291,P32247,0.2
P79291,O08725,0.21
P79291,P35348,0.15
P79291,Q29010,0.14
P79291,P08100,0.13
P79291,Q01717,0.15
P79291,P32300,1
P79291,P50129,0.12
P79291,O08565,0.21
P79291,P69332,0.17
P79291,P51684,0.18
P79291,P48302,0.16
P79291,P25103,0.2
P79291,Q96RJ0,0.16
P79291,P30550,0.17
P79291,P47901,0.14
P79291,P26255,0.13
P79291,P30518,0.12
P79291,P28565,0.1
P79291,Q8K4Z4,0.18
P79291,Q9H3N8,0.11
P79291,P34976,0.21
P79291,P34975,0.7
P79291,P61814,0.2
P79291,P97520,0.19
P79291,O43193,0.13
P79291,P25101,0.14
P79291,P18901,0.1
P79291,O08858,0.3
P79291,P41145,0.66
P79291,P35414,0.21
P79291,P51675,0.18
P79291,P14600,0.19
P79291,P30989,0.14
P79291,Q13639,0.13
P79291,P33535,0.72
P79291,Q9TT96,0.12
P79291,P35368,0.14
P79291,O95665,0.1
P79291,P08909,0.14
P79291,Q923Y9,0.14
P79291,Q6W5P4,0.13
P79291,Q60613,0.11
P79291,P25095,0.21
P79291,P28335,0.15
P79291,P48974,0.15
P79291,Q9JI35,0.11
P79291,O08556,0.2
P79291,Q9QYN8,0.11
P79291,Q63371,0.14
P79291,Q61614,0.14
P79291,P30551,0.13
P79291,P29371,0.19
P79291,P51682,0.22
P79291,P14416,0.11
P79291,Q9MYW9,0.75
P79291,Q8JZL2,0.24
P79291,P08912,0.12
P79291,P47900,0.18
P79291,P49684,0.14
P79291,P28221,0.13
P79291,P21918,0.1
P79291,Q62805,0.18
P79291,Q9NS75,0.17
P79291,P24530,0.15
P79291,P02699,0.15
P79291,P32249,0.2
P79291,P20309,0.1
P79291,P51686,0.19
P79291,P49286,0.13
P79291,Q9ERZ3,0.11
P10600,P01137,0.35
P10600,P21275,0.1
P10600,P12644,0.11
Q9Y478,O43741,0.69
P31151,P31949,0.23
P31151,P25815,0.19
P31151,P04271,0.2
P31151,P29377,0.19
P31151,P80511,0.22
P51800,Q8ZRP8,0.04
P51800,P51788,0.37
P09936,P15374,0.58
P09936,Q92560,0.13
P04293,P28857,0.21
P04293,P09884,0.06
P04293,P03198,0.24
P04293,P28340,0.11
P04293,P09252,0.51
P04293,Q779J8,0.03
P04293,P08546,0.11
P04293,P04292,0.99
Q9RME2,Q9Y617,0.44
P18031,P28827,0.2
P18031,P23467,0.22
P18031,P35236,0.18
P18031,P23470,0.21
P18031,P29350,0.21
P18031,P17706,0.52
P18031,P35821,0.79
P18031,P29074,0.2
P18031,P43378,0.21
P18031,Q9Y2R2,0.19
P18031,Q13332,0.21
P18031,P20417,0.81
P18031,P26045,0.2
P18031,P18433,0.19
P18031,P25044,0.13
P18031,Q05209,0.19
P18031,P54829,0.15
P18031,Q06124,0.2
P18031,P23469,0.18
P18031,P10586,0.21
P18031,Q12923,0.2
P18031,P08575,0.19
P84139,P30085,0.19
P84139,Q96MA6,0.21
P84139,P27142,0.69
P84139,P00568,0.26
P84139,P16304,0.68
P84139,P69441,0.47
P84139,P54819,0.38
O43923,Q9H239,0.2
O43923,P08254,0.23
O43923,Q9H306,0.18
O43923,O77656,0.23
O43923,P39900,0.24
O43923,P09238,0.22
O43923,P79227,0.23
O43923,Q8N119,0.16
O43923,P23097,0.24
O43923,P14780,0.22
O43923,P41245,0.24
O43923,P33434,0.26
O43923,P24347,0.32
O43923,P50281,0.27
O43923,P22894,0.23
O43923,P45452,0.23
O43923,O60882,0.27
O43923,P09237,0.26
O43923,P34960,0.25
O43923,Q99542,0.19
O43923,Q63341,0.24
O43923,Q9Y5R2,0.29
O43923,Q9NRE1,0.18
O43923,P33436,0.26
O43923,P51511,0.29
O43923,P03956,0.23
O43923,O75900,0.18
O43923,Q9ULZ9,0.42
O43923,P08253,0.26
O43923,P51512,0.28
O43923,Q9NPA2,0.8
P0A6V7,Q56748,0.21
P31057,Q9JZW6,0.49
Q92851,P29452,0.08
Q92851,P42574,0.12
Q92851,P55210,0.14
Q92851,P70343,0.05
Q92851,P42575,0.11
Q92851,P29466,0.07
Q92851,Q14790,0.22
Q92851,P55212,0.11
Q92851,P49662,0.06
Q92851,P51878,0.07
Q92851,P31944,0.08
Q92851,P55211,0.11
P54750,P14646,0.2
P54750,P51160,0.11
P54750,O00408,0.12
P54750,Q08493,0.21
P54750,Q9QYJ6,0.09
P54750,Q3UEI1,0.21
P54750,Q01063,0.23
P54750,P14270,0.22
P54750,Q8CA95,0.09
P54750,Q4ZHU6,0.12
P54750,Q13946,0.15
P54750,P14100,0.87
P54750,P35913,0.1
P54750,O76083,0.14
P54750,Q07343,0.2
P54750,Q8IW54,0.12
P54750,Q01064,0.57
P54750,Q13370,0.17
P54750,P16499,0.1
P54750,Q01061,0.57
P54750,Q28156,0.09
P54750,P70453,0.15
P54750,Q01066,0.57
P54750,P16586,0.11
P54750,P14099,0.12
P54750,Q14123,0.69
P54750,Q14432,0.17
P54750,Q9NP56,0.15
P54750,Q9Y233,0.09
P54750,P23439,0.1
P54750,Q63421,0.67
P54750,O60658,0.16
P54750,P27815,0.2
P54750,P14644,0.21
P54750,O89084,0.2
P54750,Q28263,0.1
P54750,O54735,0.09
P54750,O76074,0.09
P54750,Q62865,0.17
P54750,O95263,0.15
P54750,Q63085,0.17
P54750,Q9HCR9,0.1
P54750,P11541,0.1
P54750,P54748,0.2
P54750,Q08499,0.22
Q5T6L4,P00966,1
Q5T6L4,P0A6E4,0.18
Q5T6L4,P59846,0.48
Q9L888,Q9HTQ2,0.2
Q9L888,P10724,0.24
P9WNS3,P29401,0.06
P9WNS3,Q38854,0.33
P61964,O14727,0.17
P61964,P62873,0.15
P61964,O43172,0.2
P61964,Q9Y263,0.12
Q9Z2V6,Q4QQW4,0.05
Q9Z2V6,P70288,0.05
Q9Z2V6,O88895,0.04
Q9Z2V6,P56524,0.48
Q9Z2V6,O15379,0.04
Q9Z2V6,Q9UBN7,0.13
Q9Z2V6,Q48935,0.04
Q9Z2V6,Q6P6W3,0.04
Q9Z2V6,O09106,0.05
Q9Z2V6,Q70I53,0.07
Q9Z2V6,Q969S8,0.1
Q9Z2V6,Q8C2B3,0.28
Q9Z2V6,Q9UKV0,0.44
Q9Z2V6,P83038,0.48
Q9Z2V6,Q9BY41,0.04
Q9Z2V6,Q99P96,0.03
Q9Z2V6,O67135,0.04
Q9Z2V6,Q99N13,0.16
Q9Z2V6,Q96DB2,0.03
Q9Z2V6,P56520,0.04
Q9Z2V6,Q9Z2V5,0.13
Q9Z2V6,Q13547,0.05
Q9Z2V6,Q9UQL6,0.79
Q9Z2V6,Q99P99,0.46
Q9Z2V6,Q92769,0.05
Q9Z2V6,P56519,0.04
Q9Z2V6,Q8WUI4,0.28
Q9Z2V6,Q91WA3,0.03
Q9Z2V6,Q8VH37,0.04
Q9Z2V6,P56517,0.05
P36952,P05546,0.2
P36952,P20961,0.2
P36952,P01008,0.21
P36952,P50454,0.21
P36952,P01009,0.19
P36952,P29508,0.33
P36952,P05154,0.19
P36952,Q47NK3,0.11
P36952,P05121,0.2
O35000,P46926,0.36
O35000,Q9X0N8,0.09
O35000,P0A759,0.38
Q70Z44,P46098,0.18
Q70Z44,P25109,0.06
Q70Z44,P23979,0.17
Q70Z44,P49582,0.08
Q70Z44,P43144,0.08
Q70Z44,Q9JJ16,0.1
Q70Z44,Q27218,0.06
Q70Z44,Q9JLB5,0.09
Q70Z44,O70174,0.06
Q70Z44,P25162,0.07
Q70Z44,Q8BMN3,0.1
Q70Z44,P02710,0.08
Q70Z44,P09690,0.06
Q70Z44,Q8WXA8,0.47
Q70Z44,Q494W8,0.06
Q70Z44,P43681,0.06
Q70Z44,P25108,0.08
Q70Z44,P12391,0.1
Q70Z44,P02712,0.06
Q70Z44,P17787,0.06
Q70Z44,Q9R0W9,0.08
Q70Z44,P35563,0.18
Q70Z44,P20420,0.08
Q70Z44,O70212,0.17
Q70Z44,P04756,0.08
Q70Z44,P04757,0.07
Q70Z44,Q9N587,0.06
Q70Z44,P09482,0.06
Q70Z44,Q05941,0.08
Q70Z44,Q9UGM1,0.08
Q70Z44,P12390,0.06
Q70Z44,Q9JHJ5,0.11
Q70Z44,P36544,0.08
Q70Z44,Q07001,0.07
Q70Z44,Q9GZZ6,0.1
Q70Z44,Q15822,0.06
Q70Z44,P43143,0.08
Q70Z44,P09483,0.06
Q70Z44,O95264,0.1
Q70Z44,Q15825,0.08
Q70Z44,Q23022,0.05
Q70Z44,P02718,0.07
Q70Z44,Q05901,0.1
Q70Z44,P02708,0.07
Q70Z44,A5X5Y0,0.54
Q70Z44,P32297,0.08
Q70Z44,P12389,0.06
Q9Y286,P20916,0.12
Q9Y286,P35329,0.07
Q9Y286,P20273,0.09
Q9Y286,Q9BZZ2,0.09
P27867,P40394,0.12
P27867,P00328,0.13
P27867,P47199,0.08
P27867,Q08257,0.07
P27867,P00326,0.13
P27867,P00327,0.13
P27867,P00325,0.13
P27867,P14941,0.11
P27867,P08319,0.12
P27867,P11766,0.1
P27867,P42328,0.16
P27867,P07327,0.14
P27867,Q00796,0.86
Q571F8,P77454,0.14
Q571F8,O95271,0.04
Q571F8,O94925,0.68
Q571F8,Q9H9B1,0.04
Q571F8,Q6PFX9,0.04
Q571F8,Q9UI32,0.93
Q571F8,O31465,0.12
Q57254,P24093,0.98
Q6P996,Q6ZQY3,0.04
Q6P996,P19113,0.03
Q6P996,Q05329,0.03
Q6P996,Q9Y600,0.03
Q6P996,Q9UGI5,0.03
Q6P996,Q5VZ30,0.03
Q7Z406,Q8WXR4,0.1
Q7Z406,P12883,0.31
Q7Z406,Q8NEV4,0.1
Q7Z406,P54697,0.14
Q7Z406,Q02440,0.13
Q7Z406,P35749,0.61
P63165,P61956,0.43
Q8C0L6,P27338,0.07
Q8C0L6,Q9NWM0,0.33
Q8C0L6,P56560,0.07
Q8C0L6,O64411,0.1
Q8C0L6,O60341,0.13
Q8C0L6,Q6QHF9,0.8
Q8C0L6,P19643,0.07
Q8C0L6,Q8BW75,0.07
Q8C0L6,Q8NB78,0.12
P78540,Q9RZ04,0.1
P78540,P07824,0.56
P78540,P53608,0.3
P78540,P05089,0.56
P24092,Q9RN68,0.19
Q14003,Q63881,0.17
Q14003,Q14524,0.03
Q14003,P25122,0.49
Q14003,O88943,0.07
Q14003,P0A333,0.03
Q14003,Q96PR1,0.44
Q14003,O43526,0.07
Q14003,Q92953,0.21
Q14003,P0A334,0.03
Q14003,Q62976,0.04
Q14003,Q9Y5Y9,0.03
Q14003,Q96RP8,0.14
Q14003,P17658,0.15
Q14003,Q08460,0.04
Q14003,P15387,0.21
Q14003,O70344,0.04
Q14003,P16389,0.15
Q14003,P51787,0.06
Q14003,Q9NSA2,0.18
Q14003,P22460,0.15
Q14003,Q16322,0.13
Q14003,P56696,0.06
Q14003,P22459,0.16
Q14003,Q9NR82,0.06
Q14003,Q9UK17,0.17
Q14003,P48547,0.46
Q14003,O43525,0.05
Q14003,P22001,0.15
Q14003,Q09470,0.16
Q14003,Q12791,0.04
Q14003,Q03721,0.43
Q14003,Q9NZV8,0.17
Q14003,Q14721,0.21
Q10283,Q01237,0.24
Q10283,P51639,0.23
Q10283,P04035,0.24
P48999,P16050,0.35
P48999,P18054,0.37
P48999,P08170,0.11
P48999,P12527,0.97
P48999,Q43191,0.13
P48999,Q02759,0.35
P48999,P09917,0.94
P48999,P12530,0.34
P48999,P24095,0.13
P48999,Q8K4F2,0.39
P48999,O15296,0.39
P48999,P39655,0.38
P06628,P0C5S6,0.22
P06628,P41789,0.31
P06628,Q9A5I5,0.24
P06628,P13632,0.25
P06628,O32393,0.22
P06628,P0AE67,0.18
P09250,Q9QNF7,0.24
P09250,P13159,0.33
P09250,P03176,0.24
P09250,P24425,0.33
P09250,P06479,0.24
P09250,P0C0E6,1
P09250,P06478,0.23
P49654,Q9Z1M0,0.31
P49654,P47824,0.36
P49654,Q99571,0.42
P49654,P49653,0.41
P49654,Q9UBL9,0.41
P49654,P51577,0.41
P49654,Q64663,0.31
P49654,P51579,0.34
P49654,P51575,0.37
P49654,Q99572,0.31
P49654,P56373,0.94
P49654,P51576,0.36
P49654,Q9JJX6,0.41
P06865,O85361,0.09
P06865,Q54468,0.08
P06865,P07686,0.55
P39900,Q9H239,0.2
P39900,P08254,0.49
P39900,O77656,0.42
P39900,Q9H306,0.45
P39900,P09238,0.47
P39900,P79227,0.71
P39900,Q8N119,0.14
P39900,O43923,0.09
P39900,P23097,0.41
P39900,P14780,0.15
P39900,P41245,0.15
P39900,P33434,0.2
P39900,P50281,0.29
P39900,P24347,0.22
P39900,P22894,0.45
P39900,P45452,0.43
P39900,O60882,0.4
P39900,P34960,0.59
P39900,P09237,0.24
P39900,Q99542,0.2
P39900,Q63341,0.59
P39900,Q9Y5R2,0.32
P39900,Q9NRE1,0.19
P39900,P33436,0.19
P39900,P51511,0.3
P39900,P03956,0.46
P39900,O75900,0.08
P39900,Q9ULZ9,0.23
P39900,P08253,0.2
P39900,P51512,0.3
P39900,Q9NPA2,0.23
Q9Y697,Q96EN8,0.06
Q9Y697,Q55793,0.11
Q9Y697,P77444,0.11
Q9Y697,Q59FK2,0.12
Q9Y697,Q96I15,0.23
Q9Y697,Q9ZHG9,0.07
Q86VU5,Q55813,0.31
Q8NE63,P16277,0.05
Q8NE63,Q8TD19,0.05
Q8NE63,Q9UKE5,0.06
Q8NE63,P16092,0.04
Q8NE63,P49761,0.11
Q8NE63,P21709,0.04
Q8NE63,P51955,0.05
Q8NE63,P53671,0.05
Q8NE63,Q15208,0.05
Q8NE63,P35991,0.04
Q8NE63,O35491,0.11
Q8NE63,P25098,0.04
Q8NE63,P41240,0.04
Q8NE63,P53667,0.06
Q8NE63,P29678,0.06
Q8NE63,Q9UL54,0.05
